station,station_name,grid_lon,grid_lat,train_mae,test_mae,bctrain_mae,bctest_mae
TH000048569,"HAT YAI, TH",100.350403,6.949439,2.587695277834295,2.595336815693409,1.0822644980499152,0.93108622545236
TH000048568,"SONGKHLA, TH",100.576683,7.173999,2.5287027167568517,2.283822857142837,1.2872890388290548,1.090314527995013
TH000048567,"TRANG, TH",99.671577,7.398449,3.6459436704348493,3.6128030635573625,1.2036447254067355,1.101261397521917
TH000048567,"TRANG, TH",99.671577,7.622783999999999,3.749390640594743,3.68526547782348,1.2694354203647713,1.1689637708795746
TH000048564,"PHUKET, TH",98.313911,7.847002000000001,2.3231606177605983,2.445790538641666,1.1073846258188806,0.9810683437506514
TH000048565,"PHUKET AIRPORT, TH",98.313911,8.071099,1.987441770599042,2.8756131386861106,1.189047421139452,1.5219906209625802
TH000048552,"NAKHON SI THAMMARAT, TH",99.89785,8.518917,3.4443985612277306,3.0888772620721756,1.1688162332512773,1.0839768251555433
TH000048551,"SURAT THANI, TH",99.21901700000001,9.189653999999999,2.3294146715402384,2.3435806244260604,1.2133570149916335,1.2119165632371567
TH000048550,"KO SAMUI, TH",100.12413000000001,9.412956,2.178708260105429,1.945275093808612,1.1489397575877505,0.9824527149582521
TH000048517,"CHUMPHON, TH",99.21901700000001,10.527236,2.750951700610978,2.621155433789933,1.2669532537924821,1.2134445342209415
TH000048500,"PRACHUAP KHIRI KHAN, TH",99.89785,11.859039,2.5145182485472333,2.606268781378347,1.3348737240521549,1.3247448850851964
TH000048501,"KHLONG YAI, TH",102.83944699999999,11.859039,2.9295483714892407,2.712452249297075,1.3499288493865738,1.2354074710089582
TH000048475,"HUA HIN, TH",99.89785,12.522558,3.537232264304601,3.4665086657496347,1.328102292919264,1.2754697023630919
TH000048480,"CHANTHABURI, TH",102.160622,12.522558,3.7437115881147323,3.8418706258565325,1.3769517349772178,1.38085192347153
TH000048477,"SATTAHIP, TH",101.029236,12.743357000000001,3.742448103393905,4.188154254345815,1.502454721625087,1.5424879991404183
THW00041028,"U TAPAO RTNAS, TH",101.029236,12.743357000000001,,,,
TH000048459,"CHON BURI, TH",101.029236,13.404588,4.244006433669163,4.232635443037952,1.6215387182850725,1.63906542891463
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.624599,258.2008750943011,266.6893218721461,13.124738522966275,14.22400197347631
THM00048453,"BANG NA AGROMET, TH",100.576683,13.624599,,,,
TH000048462,"ARANYAPRATHET, TH",102.613174,13.624599,254.5801128097909,257.54714095063986,15.347308237449514,14.32268195236272
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.844404999999998,257.7546006830462,266.2333707762557,13.215179159636369,14.290952781923885
TH000048456,"DON MUANG, TH",100.576683,13.844404999999998,3.5084806205205377,4.049669571167862,1.7634943270844412,1.7798723264053193
THW00041001,"DON MUANG, TH",100.576683,13.844404999999998,,,,
TH000048450,"KANCHANABURI, TH",99.445297,14.064004999999998,4.120035331296723,3.8975833411543674,2.0001644086877035,1.995261694834275
TH000048430,"PRACHIN BURI, TH",101.255516,14.064004999999998,4.071734974444539,4.029485513361441,1.5615282153820897,1.579071927920193
