station,station_name,grid_lon,grid_lat,train_mae,test_mae,bctrain_mae,bctest_mae
TH000048569,"HAT YAI, TH",100.350403,6.949439,6.318154988990395,6.29508151048951,7.561637107849723,7.373740200794007
TH000048568,"SONGKHLA, TH",100.576683,7.173999,7.524671845166386,6.844255349215573,8.656347190089587,7.960379072521542
TH000048567,"TRANG, TH",99.671577,7.398449,6.689981050635311,6.485610815072464,8.301178622971538,8.082047405188007
TH000048567,"TRANG, TH",99.671577,7.622783999999999,6.653518865162147,6.229118831304349,8.417100897402962,7.6906938358164325
TH000048564,"PHUKET, TH",98.313911,7.847002000000001,6.913378180096737,6.6308436930342385,10.03507886495178,9.228700234564375
TH000048565,"PHUKET AIRPORT, TH",98.313911,8.071099,7.404344655143101,7.343467772575251,11.155504494636595,10.666713059116127
TH000048552,"NAKHON SI THAMMARAT, TH",99.89785,8.518917,7.870379309847118,8.599919850093691,9.616865704098064,10.271162210642107
TH000048551,"SURAT THANI, TH",99.21901700000001,9.189653999999999,5.744867600490427,5.723584622871046,7.026643529471309,6.8982409855099815
TH000048550,"KO SAMUI, TH",100.12413000000001,9.412956,6.265848552635055,6.133903560707748,8.141980109063509,7.602204814323183
TH000048517,"CHUMPHON, TH",99.21901700000001,10.527236,6.062921663636364,6.669995735207967,7.6696421121696305,8.020634348148096
TH000048500,"PRACHUAP KHIRI KHAN, TH",99.89785,11.859039,5.520843303347479,5.679184237918215,5.830530483915851,5.9358317086840255
TH000048501,"KHLONG YAI, TH",102.83944699999999,11.859039,14.79981484725227,16.401454899944103,19.45004244057979,24.25985752933526
TH000048475,"HUA HIN, TH",99.89785,12.522558,4.205000378931413,4.992193492772667,4.344943428163542,5.134284432743411
TH000048480,"CHANTHABURI, TH",102.160622,12.522558,8.81019146162571,9.124240959451742,10.54768966928893,11.770262655625983
TH000048477,"SATTAHIP, TH",101.029236,12.743357000000001,5.005017626719803,5.236545775561097,5.6708073875651825,5.900971632822885
THW00041028,"U TAPAO RTNAS, TH",101.029236,12.743357000000001,,,,
TH000048459,"CHON BURI, TH",101.029236,13.404588,4.576514016728263,5.004466069142126,5.413262469589167,5.946787907557584
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.624599,43.53898750704625,51.24554936352201,64.79331496732674,69.7324812402527
THM00048453,"BANG NA AGROMET, TH",100.576683,13.624599,,,,
TH000048462,"ARANYAPRATHET, TH",102.613174,13.624599,37.51766637823491,40.43476887804878,53.50297388812755,55.44449059121322
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.844404999999998,43.565507946656574,51.2257832855346,64.44424314712244,71.28514400667362
TH000048456,"DON MUANG, TH",100.576683,13.844404999999998,4.309817893106705,5.347523188264058,5.160651392275866,6.133391767554235
THW00041001,"DON MUANG, TH",100.576683,13.844404999999998,,,,
TH000048450,"KANCHANABURI, TH",99.445297,14.064004999999998,3.858816923225869,4.418412462515883,4.5279048201351175,5.191403574852171
TH000048430,"PRACHIN BURI, TH",101.255516,14.064004999999998,5.915148483162238,6.315706149253732,7.431226508616188,8.445001213783064
TH000048430,"PRACHIN BURI, TH",101.481789,14.064004999999998,6.235953407656145,6.703031502487562,7.372194192148752,8.341117593919252
