station,station_name,grid_lon,grid_lat,train_mae,test_mae,bctrain_mae,bctest_mae
TH000048569,"HAT YAI, TH",100.350403,6.949439,2.2524133102369173,2.3629121180189565,2.0691683931956613,2.0356400391702696
TH000048568,"SONGKHLA, TH",100.576683,7.173999,4.948590631828092,5.2804611398963495,1.5223906466695154,1.5790163579489613
TH000048567,"TRANG, TH",99.671577,7.398449,4.026637004239265,4.324101018428689,2.198435796980784,2.2445791179482026
TH000048567,"TRANG, TH",99.671577,7.622783999999999,4.11218285445123,4.327679146459729,2.3510392350618363,2.3660908815274566
TH000048564,"PHUKET, TH",98.313911,7.847002000000001,5.6618115559599405,5.756324179707195,1.4068589421254563,1.2362438046357658
TH000048565,"PHUKET AIRPORT, TH",98.313911,8.071099,5.052601389044448,5.301577001455582,1.4496583993554437,1.4787720509381832
TH000048552,"NAKHON SI THAMMARAT, TH",99.89785,8.518917,2.9372949195596805,2.828721843003396,2.0530571969293456,1.9114315914079367
TH000048551,"SURAT THANI, TH",99.21901700000001,9.189653999999999,2.342066423698714,2.3327934401602324,2.2223386470092823,2.1430515518322735
TH000048550,"KO SAMUI, TH",100.12413000000001,9.412956,3.4457776166328533,4.5138541417165445,2.9947504307818895,2.405928005897121
TH000048517,"CHUMPHON, TH",99.21901700000001,10.527236,2.525210367292977,2.6265276309466508,2.3004128768686316,2.34180396664281
TH000048500,"PRACHUAP KHIRI KHAN, TH",99.89785,11.859039,5.605113651255893,6.7176549549549325,1.5756966825718304,2.2653250168416927
TH000048501,"KHLONG YAI, TH",102.83944699999999,11.859039,5.708443517640842,5.9001356171832295,1.599936221990416,1.4502858031048764
TH000048475,"HUA HIN, TH",99.89785,12.522558,2.2868068179669003,2.3569337725719834,2.2635407996718873,2.353332899405058
TH000048480,"CHANTHABURI, TH",102.160622,12.522558,3.035633672042497,3.358723735224569,2.334116989154305,2.345436331352049
TH000048477,"SATTAHIP, TH",101.029236,12.743357000000001,2.330399581351083,2.9507421130220965,1.948524479929945,2.0634609171179963
THW00041028,"U TAPAO RTNAS, TH",101.029236,12.743357000000001,,,,
TH000048459,"CHON BURI, TH",101.029236,13.404588,2.5995086427898095,2.7488753316953196,2.152924823108424,2.154305857306316
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.624599,299.211810765058,304.0402627460168,14.030930725410043,14.91657468359062
THM00048453,"BANG NA AGROMET, TH",100.576683,13.624599,,,,
TH000048462,"ARANYAPRATHET, TH",102.613174,13.624599,302.30741889505776,306.9861128794848,19.01202120719489,18.251031999027116
TH000048455,"BANGKOK METROPOLIS, TH",100.576683,13.844404999999998,297.8531737934905,302.6469896907216,14.089918492312126,14.892144142013557
TH000048456,"DON MUANG, TH",100.576683,13.844404999999998,2.5447024986241,2.806885849802362,2.4154506212691857,2.44095599439035
THW00041001,"DON MUANG, TH",100.576683,13.844404999999998,,,,
TH000048450,"KANCHANABURI, TH",99.445297,14.064004999999998,3.5345043887147236,3.6878305258033013,3.0280955119126713,3.2540461851796896
TH000048430,"PRACHIN BURI, TH",101.255516,14.064004999999998,2.6942948826290958,3.393747951219495,2.214854514793058,2.40019894439282
TH000048430,"PRACHIN BURI, TH",101.481789,14.064004999999998,2.8631622347417713,3.5683191707316912,2.3125756272305202,2.4882464203936756
TH000048425,"SUPHAN BURI, TH",100.12413000000001,14.502567,2.6344373888363224,2.9433038480272673,2.4625732152623216,2.616287026231953
TH000048426,"LOP BURI, TH",100.576683,14.721525,2.900329034385294,2.9862170025839685,2.5344286368588844,2.6301157291446176
TH000048431,"NAKHON RATCHASIMA, TH",102.160622,14.940264,3.4991698855707374,3.6584829453681578,2.662848366877897,2.7682644560128766
THW00041019,"NAKHON RATCHASIMA, TH",102.160622,14.940264,,,,
TH000048432,"SURIN, TH",103.51828,14.940264,3.320087748251735,3.3414345419847202,2.4680010155155654,2.544947216653904
THW00041012,"TA KHLI, TH",100.350403,15.158779999999998,,,,
TH000048407,"UBON RATCHATHANI, TH",104.87593799999999,15.158779999999998,3.198947087732058,3.5753686084142235,2.5081216397859096,2.5506344500666565
THW00041017,"UBON RATCHATHANI, TH",104.87593799999999,15.158779999999998,,,,
THW00041012,"TA KHLI, TH",100.350403,15.377070000000002,,,,
TH000048400,"NAKHON SAWAN, TH",100.12413000000001,15.812963,3.0501557725654727,3.3051803759743126,2.606186463014397,2.7374899755100617
TH000048405,"ROI ET, TH",103.74455999999999,16.030558,3.0401267778506407,3.396644081831454,2.6457488204539943,2.8083504919774835
TH000048379,"PHETCHABUN, TH",101.029236,16.465035999999998,4.316174001883222,4.562609995307349,2.709499620180642,2.7736274780305505
TH000048379,"PHETCHABUN, TH",101.255516,16.465035999999998,4.640159039548005,4.954140872829639,2.795324907689996,2.8867388109130068
TH000048381,"KHON KAEN, TH",102.83944699999999,16.465035999999998,3.4919501253831036,3.6943362010633036,2.8268045297656372,2.9669353653192005
TH000048383,"MUKDAHAN, TH",104.649666,16.465035999999998,3.401993114567515,4.170547559207331,2.842932591876926,3.1123692989219154
TH000048375,"MAE SOT, TH",98.540192,16.681911,4.374614101966617,5.064468136080478,2.767094962811858,2.929581712430967
THW00041082,"NAM PHONG, TH",103.065727,16.681911,3.800125999999986,,2.9437798061764333,
TH000048376,"TAK, TH",99.21901700000001,16.898542000000003,3.9814109473882957,4.328060473933638,3.3708922597085227,3.6301858349585507
TH000048378,"PHITSANULOK SARIT, TH",100.350403,16.898542000000003,2.6979450489967247,2.6685972021225193,2.4242931910326453,2.351019354604019
TH000048356,"SAKON NAKHON, TH",104.197113,17.114923,3.1685755193292877,3.361479790276443,2.8239066363893324,2.8960601481092563
TH000048353,"LOEI, TH",101.708069,17.331055,4.052591758139522,4.494617479867349,3.201044258654066,3.5344438760466796
TH000048354,"UDORN AB USAF, TH",102.83944699999999,17.331055,3.0774266212765893,,2.876969914747672,
THW00041018,"UDON THANI, TH",102.83944699999999,17.331055,3.2877141647420998,3.8176590494479004,2.9002209349599277,3.2388243437036377
THW00041020,"NAKHON PHANOM, TH",104.649666,17.331055,,,,
TH000048357,"NAKHON PHANOM, TH",104.87593799999999,17.331055,3.2380681201732817,3.5336725567620806,2.8758522019129864,2.9862963271078535
TH000048351,"UTTARADIT, TH",100.12413000000001,17.54693,3.14764142440492,3.242275939849613,2.716401871933639,2.7123987899612705
TH000048353,"LOEI, TH",101.708069,17.54693,3.642836093023246,4.0734856939838835,3.1772317115625186,3.508741764444538
TH000048325,"MAE SARIANG, TH",97.861359,18.193007,4.893883372563772,5.448116232464912,2.8047671500880504,2.859203730463018
TH000048328,"LAMPANG, TH",99.445297,18.193007,3.4796609612791274,4.071690277777765,3.057381126297055,3.212560167797943
TH000048330,"PHRAE, TH",100.12413000000001,18.193007,4.107328611057953,4.216033475177289,2.8930354372581455,2.9382809237805474
TH000048328,"LAMPANG, TH",99.445297,18.407839000000003,3.770760065497965,4.434867193486576,3.0873418549845084,3.250842418769072
TH000048327,"CHIANG MAI, TH",98.99274399999999,18.836699,3.3482812577704015,3.478189949385387,3.0191306104994533,3.1748800730209523
TH000048331,"NAN, TH",100.80295600000001,18.836699,3.941175276689923,,2.902317903517131,
TH000048300,"MAE HONG SON, TH",97.861359,19.264464999999998,4.709045079426561,4.73274679454819,2.6582107261365797,2.618847582842871
TH000048303,"CHIANG RAI, TH",99.89785,19.904020000000003,3.0283991445212926,3.2595928044280407,2.9917394528579138,3.187930505299524
